gene_name	strand	start	end	chr
LINC01141	-	20687071	20757727	chr1
RP4-749H3.2	-	20738796	20739746	chr1
CAMK2N1	-	20808883	20812713	chr1
MUL1	-	20825942	20834654	chr1
RPS4XP4	+	20852481	20853244	chr1
FAM43B	+	20878931	20881512	chr1
CDA	+	20915440	20945401	chr1
PINK1	+	20959947	20978004	chr1
PINK1-AS	-	20969149	20978686	chr1
AL391357.1	-	20976855	20977207	chr1
DDOST	-	20978269	20988000	chr1
KIF17	-	20990506	21044510	chr1
RP5-930J4.5	-	21019226	21020506	chr1
SH2D5	-	21046224	21059330	chr1
RP5-930J4.2	+	21059372	21060445	chr1
HP1BP3	-	21069153	21113816	chr1
RP5-930J4.4	+	21069479	21070455	chr1
EIF4G3	-	21132962	21503377	chr1
RNU7-200P	+	21167733	21167795	chr1
MIR1256	-	21314806	21314925	chr1
RPS15AP6	-	21330042	21330427	chr1
RP11-487E1.2	-	21400131	21400246	chr1
HSPE1P27	+	21487967	21488574	chr1
AL031005.1	-	21503058	21503122	chr1
ECE1	-	21543739	21671997	chr1
RP3-329E20.2	+	21592574	21593744	chr1
RP5-1071N3.1	+	21619782	21626267	chr1
PPP1R11P1	+	21724479	21724855	chr1
RP11-293F5.8	-	21737952	21739786	chr1
RP11-293F5.1	+	21742390	21743985	chr1
NBPF2P	-	21751117	21754460	chr1
HS6ST1P1	+	21754795	21756030	chr1
CROCCP5	+	21760810	21764051	chr1
NBPF3	+	21766620	21811498	chr1
PFN1P10	-	21786248	21786575	chr1
ALPL	+	21835857	21904905	chr1
RP11-63N8.3	+	21912964	21917680	chr1
AL359815.1	-	21918903	21919041	chr1
RAP1GAP	-	21922707	21995801	chr1
USP48	-	22004790	22110099	chr1
RP11-132G19.3	+	22094761	22095068	chr1
LDLRAD2	+	22138757	22151714	chr1
HSPG2	-	22148737	22263790	chr1
RP11-26H16.1	+	22234590	22235073	chr1
CELA3B	+	22303513	22325135	chr1
RN7SL421P	-	22305443	22305729	chr1
RN7SL386P	+	22313973	22314268	chr1
RNU6-1022P	+	22314308	22314412	chr1
CELA3A	+	22328148	22339032	chr1
RN7SL768P	-	22330077	22330361	chr1
RN7SL186P	+	22337142	22337437	chr1
RNU6-776P	+	22337477	22337581	chr1
RP1-224A6.3	-	22350486	22351461	chr1
LINC00339	+	22351680	22357716	chr1
CDC42	+	22379119	22419437	chr1
CDC42-IT1	+	22385689	22390692	chr1
RP1-224A6.8	-	22394832	22395320	chr1
RP1-224A6.9	+	22427105	22427853	chr1
WNT4	-	22443797	22470462	chr1
MIR4418	+	22592731	22592793	chr1
RP11-415K20.1	-	22649332	22649824	chr1
ZBTB40	+	22778343	22857650	chr1
ZBTB40-IT1	+	22843966	22846201	chr1
EPHA8	+	22890056	22930087	chr1
C1QA	+	22962998	22966101	chr1
C1QC	+	22970122	22974603	chr1
C1QB	+	22979254	22988031	chr1
EPHB2	+	23037331	23241818	chr1
MIR4684	+	23046009	23046091	chr1
AL611946.1	-	23075309	23075404	chr1
RP11-69E9.1	-	23162205	23163342	chr1
MIR4253	-	23189651	23189719	chr1
RP1-74M1.3	+	23243174	23247993	chr1
LACTBL1	-	23279535	23291831	chr1
C1orf234	-	23337326	23342343	chr1
KDM1A	+	23345940	23410182	chr1
RP1-184J9.2	-	23346639	23414551	chr1
MIR3115	+	23370797	23370865	chr1
MIR4419A	-	23384350	23384427	chr1
LUZP1	-	23410515	23504301	chr1
RP5-979D14.1	+	23466817	23467635	chr1
RNU6-514P	+	23489196	23489303	chr1
RNU6-135P	+	23490445	23490546	chr1
HTR1D	-	23516992	23521222	chr1
RP5-1057J7.1	+	23571257	23571717	chr1
RP5-1057J7.6	-	23607801	23613245	chr1
HNRNPR	-	23630263	23670829	chr1
ZNF436	-	23685940	23695935	chr1
C1orf213	+	23695489	23698332	chr1
Y_RNA	+	23696746	23696839	chr1
RP5-1057J7.7	-	23704872	23705522	chr1
TCEA3	-	23707553	23751233	chr1
RP4-654C18.1	+	23737324	23738639	chr1
ASAP3	-	23755055	23811061	chr1
E2F2	-	23832921	23857712	chr1
RP1-150O5.3	-	23875629	23877406	chr1
ID3	-	23884408	23886285	chr1
MDS2	+	23907984	23967058	chr1
RP11-223J15.2	+	23996783	24006749	chr1
RPL11	+	24018268	24022915	chr1
RP5-886K2.1	-	24032290	24033424	chr1
RN7SL532P	-	24063099	24063380	chr1
TCEB3	+	24069644	24088549	chr1
RP5-886K2.3	-	24086871	24104777	chr1
PITHD1	+	24104894	24114722	chr1
LYPLA2	+	24117459	24122029	chr1
GALE	-	24122088	24127271	chr1
HMGCL	-	24128374	24165110	chr1
FUCA1	-	24171566	24194784	chr1
CNR2	-	24197015	24285549	chr1
RN7SL24P	-	24208283	24208575	chr1
snoU13	+	24208744	24208842	chr1
RP11-4M23.2	-	24227960	24229227	chr1
RP11-4M23.3	+	24233600	24234375	chr1
MIR378F	+	24255559	24255637	chr1
RP11-4M23.4	-	24275505	24275873	chr1
PNRC2	+	24285598	24289952	chr1
SRSF10	-	24291293	24307417	chr1
RP11-4M23.7	-	24334370	24335009	chr1
RP11-293P20.2	+	24367324	24413289	chr1
MYOM3	-	24382524	24438665	chr1
RP11-293P20.4	+	24393263	24410055	chr1
IL22RA1	-	24446260	24469611	chr1
IFNLR1	-	24480646	24514449	chr1
RP11-10N16.2	+	24526729	24538183	chr1
AL590683.1	+	24554406	24554520	chr1
AL590683.2	-	24606256	24606345	chr1
RP11-10N16.3	-	24634045	24648391	chr1
GRHL3	+	24645811	24690972	chr1
STPG1	-	24683488	24743424	chr1
NIPAL3	+	24742283	24799466	chr1
RCAN3	+	24829386	24867530	chr1
RN7SL857P	-	24855944	24856204	chr1
RP4-594I10.3	-	24865291	24882515	chr1
NCMAP	+	24882601	24935819	chr1
RP11-496D1.2	+	24890117	24890465	chr1
Y_RNA	-	24951901	24952004	chr1
SRRM1	+	24958206	24999758	chr1
snoU13	-	24993473	24993578	chr1
CLIC4	+	25071847	25170815	chr1
RNU6-1208P	-	25104363	25104470	chr1
RUNX3	-	25226001	25291612	chr1
RP11-84D1.1	+	25287835	25289588	chr1
RP11-84D1.2	-	25294913	25297356	chr1
MIR4425	+	25349993	25350077	chr1
RP4-799D16.1	-	25370197	25439611	chr1
RP4-781L3.1	-	25451543	25451945	chr1
RP4-706G24.1	+	25534629	25535360	chr1
SYF2	-	25549169	25558993	chr1
C1orf63	-	25568727	25664704	chr1
RP3-465N24.6	+	25574327	25574812	chr1
RP3-465N24.5	-	25592592	25593627	chr1
RHD	+	25598883	25656936	chr1
SDHDP6	-	25620654	25621134	chr1
RP11-335G20.7	-	25662919	25663956	chr1
TMEM50A	+	25664407	25688852	chr1
RNU6-1171P	+	25667461	25667525	chr1
snoU13	-	25672764	25672868	chr1
RHCE	-	25688739	25756683	chr1
RP3-469D22.1	+	25725202	25725771	chr1
AL031284.1	+	25732721	25732780	chr1
TMEM57	+	25757387	25826700	chr1
LDLRAP1	+	25870070	25895377	chr1
RP11-70P17.1	+	25907968	25916847	chr1
MAN1C1	+	25943958	26112698	chr1
RP1-187B23.1	-	25971034	25985602	chr1
SEPN1	+	26126666	26144713	chr1
RP1-317E23.6	+	26137960	26150235	chr1
RP1-317E23.3	-	26143239	26146263	chr1
MTFR1L	+	26145130	26159432	chr1
AL020996.1	-	26145211	26147288	chr1
RP1-317E23.7	-	26158403	26158625	chr1
AUNIP	-	26158413	26185903	chr1
RP1-125I3.2	+	26186103	26189911	chr1
PAQR7	-	26187700	26197744	chr1
Y_RNA	+	26203986	26204096	chr1
STMN1	-	26210671	26233482	chr1
SNRPFP2	+	26213850	26214101	chr1
RP1-125I3.4	+	26215460	26215600	chr1
MIR3917	-	26232852	26232945	chr1
AL033528.1	+	26238239	26238313	chr1
PAFAH2	-	26286257	26324648	chr1
RNU6-110P	+	26290687	26290791	chr1
SCARNA17	+	26332496	26332621	chr1
SCARNA18	+	26332706	26332790	chr1
EXTL1	+	26346374	26362955	chr1
SLC30A2	-	26363742	26372624	chr1
TRIM63	-	26377794	26394927	chr1
AL391650.1	+	26398068	26398168	chr1
PDIK1L	+	26437663	26452034	chr1
FAM110D	+	26485510	26489119	chr1
ZNF593	+	26496361	26498551	chr1
RP11-96L14.7	-	26496437	26498312	chr1
CNKSR1	+	26503893	26516377	chr1
CATSPER4	+	26517051	26529459	chr1
RP11-231P20.2	+	26536231	26556331	chr1
CEP85	+	26560690	26605299	chr1
RP11-231P20.5	-	26589531	26589889	chr1
SH3BGRL3	+	26605666	26608007	chr1
UBXN11	-	26607818	26644854	chr1
CD52	+	26644447	26647014	chr1
AIM1L	-	26648349	26680621	chr1
RP11-569G9.7	+	26653178	26653524	chr1
RN7SL490P	-	26674955	26675210	chr1
ZNF683	-	26688124	26701013	chr1
LIN28A	+	26737268	26756213	chr1
DHDDS	+	26758772	26797785	chr1
RP3-476K8.4	-	26781143	26781678	chr1
RP3-476K8.3	-	26789246	26793773	chr1
HMGN2	+	26798940	26802463	chr1
DPPA2P2	-	26845844	26846741	chr1
RPS6KA1	+	26856251	26901521	chr1
MIR1976	+	26881032	26881084	chr1
RN7SL679P	-	26919736	26920037	chr1
Y_RNA	-	26920430	26920532	chr1
RP11-492M19.3	-	26966867	26967105	chr1
snoU13	-	26968776	26968880	chr1
RP4-785J1.1	+	26973937	26974172	chr1
RP5-968P14.2	-	27018622	27020622	chr1
ARID1A	+	27022523	27108595	chr1
RN7SL501P	+	27090114	27090393	chr1
PIGV	+	27113962	27124889	chr1
RN7SL165P	+	27141312	27141601	chr1
ZDHHC18	+	27153200	27184093	chr1
SFN	+	27189632	27190947	chr1
RP1-50O24.6	+	27202623	27204736	chr1
GPN2	-	27202623	27216788	chr1
GPATCH3	-	27216978	27226957	chr1
NUDC	+	27226728	27273353	chr1
NR0B2	-	27237979	27240457	chr1
C1orf172	-	27276052	27286897	chr1
RP11-344H11.4	+	27306655	27307466	chr1
RP11-344H11.5	+	27310118	27310515	chr1
OSTCP2	-	27312387	27312831	chr1
TRNP1	+	27320197	27327389	chr1
FAM46B	-	27331510	27339327	chr1
SLC9A1	-	27425305	27493472	chr1
RP11-40H20.5	+	27503241	27503768	chr1
CHCHD3P3	-	27527324	27527964	chr1
NPM1P39	+	27533420	27534287	chr1
SNRPEP7	+	27537755	27537975	chr1
RP11-40H20.4	-	27555596	27560843	chr1
WDTC1	+	27561006	27635110	chr1
Y_RNA	-	27581954	27582058	chr1
RP11-4K3__A.3	+	27637730	27638329	chr1
TMEM222	+	27648650	27662891	chr1
RNU6-48P	+	27651709	27651816	chr1
RP11-4K3__A.5	+	27651819	27652287	chr1
SYTL1	+	27668512	27680421	chr1
MAP3K6	-	27681674	27693383	chr1
FCN3	-	27695602	27701315	chr1
CD164L2	-	27705665	27709870	chr1
RP1-144C9.2	+	27715971	27716649	chr1
GPR3	+	27719147	27722318	chr1
WASF2	-	27730729	27816669	chr1
RP4-752I6.1	+	27783708	27786093	chr1
RP1-159A19.4	+	27852315	27857072	chr1
AHDC1	-	27860545	27930942	chr1
FGR	-	27938574	27961788	chr1
RP1-159A19.3	+	27975929	27976121	chr1
RP11-288L9.1	-	27986838	27989233	chr1
IFI6	-	27992571	27998729	chr1
RP11-288L9.4	+	27995978	27996787	chr1
RNU6-949P	-	28002113	28002220	chr1
CHMP1AP1	-	28013320	28013982	chr1
RNU6-424P	+	28020241	28020346	chr1
FAM76A	+	28052489	28089633	chr1
RP3-426I6.2	+	28065601	28065950	chr1
RPEP3	+	28066464	28067140	chr1
STX12	+	28099693	28150963	chr1
RP3-426I6.5	+	28100368	28100552	chr1
RP3-426I6.6	+	28146493	28146852	chr1
RNU6-1245P	+	28151048	28151154	chr1
PPP1R8	+	28157288	28178187	chr1
SCARNA1	+	28160911	28161077	chr1
AL109927.1	-	28177084	28177255	chr1
THEMIS2	+	28199054	28213196	chr1
RPA2	-	28218034	28241257	chr1
SMPDL3B	+	28261503	28285668	chr1
RP11-460I13.2	-	28265385	28286704	chr1
XKR8	+	28285972	28294607	chr1
EYA3	-	28296854	28415207	chr1
RP11-460I13.6	-	28316668	28317035	chr1
RN7SL559P	-	28358396	28358691	chr1
SPCS2P4	-	28421581	28422933	chr1
RP5-1053E7.2	+	28436249	28436809	chr1
RP5-1053E7.3	-	28446959	28447832	chr1
RNU6-176P	-	28469247	28469352	chr1
RNU7-29P	-	28470666	28470728	chr1
PTAFR	-	28473676	28520447	chr1
DNAJC8	-	28525966	28559536	chr1
AL353354.1	-	28527012	28527152	chr1
AL353354.2	+	28527069	28527419	chr1
ATPIF1	+	28562619	28573417	chr1
RP5-1092A3.4	-	28566019	28567964	chr1
RP5-1092A3.5	+	28573654	28574079	chr1
SESN2	+	28586037	28609002	chr1
MED18	+	28655512	28662476	chr1
PHACTR4	+	28696113	28826881	chr1
Y_RNA	-	28749065	28749166	chr1
RP1-308E4.1	+	28780051	28780445	chr1
RNU6ATAC27P	+	28807873	28807992	chr1
RCC1	+	28832454	28865812	chr1
SNHG3	+	28832491	28837404	chr1
SNORA73B	+	28835070	28835274	chr1
snoU13	+	28843987	28844087	chr1
PRDX3P2	-	28852829	28853739	chr1
TRNAU1AP	+	28879596	28905051	chr1
SNHG12	-	28905049	28909495	chr1
SNORD99	-	28905260	28905334	chr1
TAF12	-	28915834	28969597	chr1
RAB42	+	28918711	28921955	chr1
RP11-442N24__B.1	+	28969739	28975093	chr1
RNU11	+	28975111	28975245	chr1
GMEB1	+	28995243	29045865	chr1
SCARNA24	+	29016176	29016306	chr1
YTHDF2	+	29063132	29096287	chr1
OPRD1	+	29138653	29190208	chr1
RP1-212P9.2	+	29194086	29197779	chr1
RP1-212P9.3	-	29196994	29203848	chr1
Y_RNA	-	29208237	29208347	chr1
EPB41	+	29213602	29446553	chr1
RP4-604A21.1	-	29308789	29309120	chr1
Y_RNA	+	29312221	29312322	chr1
TMEM200B	-	29445939	29450447	chr1
RP11-242O24.3	-	29471005	29473506	chr1
SRSF4	-	29474254	29508499	chr1
RP11-242O24.5	+	29479000	29479503	chr1
MECR	-	29519384	29557454	chr1
RP11-467D18.2	+	29550444	29551328	chr1
PTPRU	+	29563027	29653325	chr1
AL645859.1	-	29580053	29580195	chr1
RP3-437I16.1	-	29656131	29676626	chr1
AL139151.1	+	29758992	29759074	chr1
RP11-810H18.1	-	29814704	29823405	chr1
AC092265.1	-	30117391	30117525	chr1
RP4-656G21.1	-	30181697	30182394	chr1
AL645944.1	+	30357748	30357852	chr1
RP11-179G8.1	-	30377711	30378204	chr1
RP11-111I12.1	-	30486798	30510459	chr1
RP5-893G23.1	+	30613109	30614454	chr1
RP3-357I16.1	+	30699369	30699462	chr1
RP4-591L5.1	-	30882406	30884485	chr1
RP4-591L5.2	+	30888671	30893955	chr1
MATN1	-	31184123	31196434	chr1
MATN1-AS1	+	31191350	31199674	chr1
LAPTM5	-	31205315	31230667	chr1
MIR4420	-	31212002	31212079	chr1
RP5-1125N11.1	-	31283224	31288400	chr1
RP1-65J11.1	+	31297074	31307131	chr1
RN7SKP91	+	31316669	31316957	chr1
RP1-65J11.5	+	31331004	31333101	chr1
SDC3	-	31342313	31381608	chr1
PUM1	-	31404352	31538838	chr1
SNORD103A	-	31408534	31408620	chr1
SNORD103B	-	31421963	31422049	chr1
SNORD85	-	31441010	31441083	chr1
RP11-201O14.1	+	31509580	31510087	chr1
RP11-201O14.2	+	31523718	31523881	chr1
SEPW1P	-	31567833	31568405	chr1
RP11-490K7.1	-	31581034	31581470	chr1
NKAIN1	-	31652591	31712401	chr1
SNRNP40	-	31732416	31769662	chr1
RP11-490K7.4	-	31736091	31736528	chr1
ZCCHC17	+	31769841	31837783	chr1
RP11-266K22.2	-	31805913	31819646	chr1
FABP3	-	31838471	31849697	chr1
SERINC2	+	31882411	31907525	chr1
AC114494.1	-	31902191	31902614	chr1
RP11-439L8.2	-	31960435	31961777	chr1
RNU6-40P	-	31970418	31970525	chr1
RP11-439L8.3	+	31971840	31974167	chr1
RP11-439L8.4	+	31984035	31989846	chr1
RP11-73M7.1	-	32037185	32041174	chr1
TINAGL1	+	32042115	32053288	chr1
HCRTR1	+	32083286	32098119	chr1
PEF1	-	32095462	32110497	chr1
RP11-73M7.6	+	32109649	32125539	chr1
RP11-73M7.9	+	32110294	32114972	chr1
COL16A1	-	32117847	32169920	chr1
BAI2	-	32192717	32230494	chr1
MIR4254	-	32224260	32224336	chr1
RP11-84A19.3	+	32254730	32256923	chr1
SPOCD1	-	32256022	32281652	chr1
RP11-84A19.2	-	32307619	32321169	chr1
RP11-84A19.4	-	32317513	32387442	chr1
PTP4A2	-	32372021	32410457	chr1
AL136115.1	+	32379173	32380745	chr1
RP4-534N18.2	+	32398620	32399576	chr1
KHDRBS1	+	32479429	32526451	chr1
RP11-277A4.4	-	32517891	32539075	chr1
TMEM39B	+	32537631	32568467	chr1
MIR5585	+	32552549	32552608	chr1
KPNA6	+	32573638	32642169	chr1
RP4-622L5.2	+	32636333	32642169	chr1
TXLNA	+	32645286	32663886	chr1
CCDC28B	+	32665986	32670988	chr1
RP4-622L5.7	-	32670369	32672415	chr1
IQCC	+	32671235	32674288	chr1
DCDC2B	+	32674694	32681797	chr1
TMEM234	-	32680072	32687972	chr1
EIF3I	+	32687528	32697205	chr1
MTMR9LP	-	32697258	32707221	chr1
FAM167B	+	32712833	32714457	chr1
LCK	+	32716839	32751766	chr1
Y_RNA	-	32752052	32752162	chr1
HDAC1	+	32757686	32799236	chr1
MARCKSL1	-	32799432	32801980	chr1
RP4-811H24.9	-	32814794	32816264	chr1
TSSK3	+	32817121	32829913	chr1
FAM229A	-	32826870	32829879	chr1
BSDC1	-	32830703	32860332	chr1
GAPDHP20	-	32867709	32868716	chr1
RP11-395N6.4	+	32887579	32887920	chr1
LRRC37A12P	-	32888814	32892390	chr1
RN7SL122P	+	32923435	32923733	chr1
RP1-27O5.3	+	32930657	33066393	chr1
ZBTB8B	+	32930669	32962287	chr1
ZBTB8A	+	33005027	33071540	chr1
ZBTB8OS	-	33065772	33116504	chr1
Y_RNA	+	33105551	33105653	chr1
RBBP4	+	33116742	33151812	chr1
SYNC	-	33145506	33169197	chr1
RP11-114B7.6	-	33183334	33190838	chr1
KIAA1522	+	33207485	33240571	chr1
YARS	-	33240839	33283754	chr1
S100PBP	+	33282367	33324476	chr1
FNDC5	-	33327868	33338083	chr1
HPCA	+	33351594	33364042	chr1
TMEM54	-	33360194	33367039	chr1
AL031602.1	+	33391894	33392000	chr1
RNF19B	-	33402045	33430286	chr1
FKSG48	+	33439267	33439642	chr1
RP4-803A2.1	+	33445542	33446073	chr1
RP4-803A2.2	+	33452552	33453834	chr1
RP1-117O3.2	+	33452675	33498070	chr1
AK2	-	33473584	33546597	chr1
ADC	+	33546704	33586131	chr1
TRIM62	-	33611002	33647660	chr1
ZNF362	+	33722145	33766320	chr1
RP11-415J8.7	+	33726812	33727281	chr1
AL513327.1	+	33764974	33766320	chr1
A3GALT2	-	33772366	33786699	chr1
RP11-415J8.3	+	33772966	33791644	chr1
PHC2	-	33789223	33896653	chr1
MIR3605	-	33797993	33798093	chr1
RN7SKP16	-	33802166	33802465	chr1
RP11-415J8.5	+	33815952	33828846	chr1
AL138837.1	-	33907625	33907712	chr1
TLR12P	+	33931849	33934555	chr1
ZSCAN20	+	33938245	33962107	chr1
RP4-580O19.2	-	33977607	33978343	chr1
CSMD2	-	33979608	34631443	chr1
HSPD1P14	+	34304123	34305741	chr1
HMGB4	+	34326075	34330392	chr1
RP5-1007G16.1	+	34334553	34351059	chr1
RNA5SP42	+	34578549	34578664	chr1
C1orf94	+	34632483	34684732	chr1
AC115286.1	-	34641466	34641550	chr1
RP4-657M3.2	-	34742459	34742893	chr1
MIR552	-	35135199	35135295	chr1
SMIM12	-	35178337	35325417	chr1
GJB5	+	35220647	35224113	chr1
GJB4	+	35225341	35229325	chr1
RP1-34M23.5	-	35227026	35253698	chr1
AL121988.1	-	35244161	35244245	chr1
GJB3	+	35246789	35251970	chr1
GJA4	+	35258598	35261348	chr1
RP5-997D16.2	+	35316294	35317156	chr1
DLGAP3	-	35331036	35395186	chr1
SNORD112	+	35409356	35409425	chr1
RP11-244H3.1	-	35439956	35450914	chr1
RP11-244H3.4	-	35447133	35497342	chr1
ZMYM6NB	-	35447135	35450954	chr1
ZMYM6	-	35449522	35497569	chr1
RP11-248I9.2	+	35519068	35524872	chr1
ZMYM1	+	35525386	35581460	chr1
EFCAB14P1	+	35587622	35588085	chr1
SFPQ	-	35641978	35658749	chr1
Y_RNA	+	35661569	35661663	chr1
RN7SL136P	-	35729822	35730083	chr1
ZMYM4	+	35734567	35887659	chr1
RN7SL503P	-	35757800	35758099	chr1
SNORA62	+	35775874	35776026	chr1
RPL5P4	+	35816322	35817208	chr1
ZMYM4-AS1	-	35824422	35831678	chr1
RNY5P1	-	35893416	35893494	chr1
KIAA0319L	-	35899090	36023551	chr1
RP4-728D4.3	+	35975342	35977039	chr1
NCDN	+	36023073	36032875	chr1
RP4-728D4.2	-	36035413	36043330	chr1
TFAP2E	+	36038970	36060929	chr1
PSMB2	-	36067184	36107445	chr1
RN7SL281P	-	36171625	36171875	chr1
C1orf216	-	36179475	36185073	chr1
CLSPN	-	36185818	36235568	chr1
RP11-435D7.3	+	36204989	36209177	chr1
AGO4	+	36273772	36323491	chr1
AGO1	+	36335408	36395211	chr1
RP4-789D17.4	-	36338870	36339353	chr1
RP4-789D17.5	-	36395320	36395716	chr1
AGO3	+	36396318	36538101	chr1
RP4-665N4.8	-	36457709	36479231	chr1
RP4-665N4.4	-	36545666	36547923	chr1
TEKT2	+	36549675	36553876	chr1
ADPRHL2	+	36554475	36559533	chr1
COL8A2	-	36560836	36590821	chr1
TRAPPC3	-	36602172	36615098	chr1
MAP7D1	+	36621179	36646450	chr1
RN7SL131P	+	36657515	36657769	chr1
THRAP3	+	36690016	36770958	chr1
UBE2V2P4	-	36707498	36707757	chr1
SH3D21	+	36771987	36790484	chr1
EVA1B	-	36787631	36789755	chr1
RP11-268J15.5	+	36789334	36794822	chr1
STK40	-	36805224	36851497	chr1
LSM10	-	36856838	36863493	chr1
RNU4-27P	-	36868321	36868460	chr1
OSCP1	-	36881427	36916086	chr1
SNORA63	-	36884050	36884179	chr1
MRPS15	-	36921318	36930038	chr1
CSF3R	-	36931643	36948879	chr1
FTLP18	+	37095935	37096458	chr1
RP4-614N24.1	+	37238740	37241369	chr1
GRIK3	-	37261127	37499730	chr1
MIR4255	+	37627163	37627235	chr1
RNU6-636P	+	37669210	37669317	chr1
RP5-1180C18.1	-	37728339	37790701	chr1
RNA5SP43	-	37730277	37730387	chr1
RPS29P6	+	37796452	37796597	chr1
LINC01137	-	37920479	37940012	chr1
ZC3H12A	+	37940152	37949980	chr1
MEAF6	-	37958175	37980375	chr1
MIR5581	-	37966535	37966595	chr1
SNIP1	-	38000049	38019903	chr1
FTH1P1	+	38010363	38010895	chr1
RP3-423B22.5	+	38021842	38022108	chr1
DNALI1	+	38022519	38032458	chr1
GNL2	-	38032416	38061536	chr1
RSPO1	-	38076950	38100595	chr1
C1orf109	-	38147241	38157914	chr1
CDCA8	+	38158089	38175391	chr1
EPHA10	-	38179551	38230805	chr1
Y_RNA	-	38203626	38203726	chr1
snoU13	+	38215873	38215974	chr1
ACTN4P2	+	38242341	38245090	chr1
RP11-109P14.2	-	38248128	38248557	chr1
MANEAL	+	38259473	38266809	chr1
RP11-109P14.9	-	38265391	38266551	chr1
YRDC	-	38268615	38273857	chr1
C1orf122	+	38272650	38275126	chr1
MTF1	-	38275238	38325292	chr1
AL929472.1	-	38292231	38293886	chr1
RP11-109P14.8	+	38306657	38307348	chr1
RP11-109P14.10	+	38326368	38327252	chr1
INPP5B	-	38326368	38412729	chr1
SNORA63	+	38349908	38349989	chr1
RNU6-584P	+	38350694	38350789	chr1
SF3A3	-	38422646	38456593	chr1
RNU6-510P	+	38457133	38457241	chr1
FHL3	-	38462441	38471278	chr1
UTP11L	+	38474929	38490496	chr1
POU3F1	-	38509522	38512450	chr1
RP5-884C9.2	+	38512985	38584697	chr1
RP5-884C9.3	-	38546243	38546583	chr1
MIR3659	+	38554902	38555001	chr1
RP11-214L19.1	-	38674705	38680439	chr1
RNU6-753P	+	38862330	38862437	chr1
RP11-329N22.1	+	38940867	38942156	chr1
RP11-334L9.1	+	39174602	39176562	chr1
RRAGC	-	39303869	39325495	chr1
RP5-864K19.4	+	39325671	39385068	chr1
MYCBP	-	39328635	39347289	chr1
GJA9	-	39330174	39347289	chr1
RHBDL2	-	39351478	39407471	chr1
RNU6-605P	+	39392541	39392649	chr1
Y_RNA	-	39416496	39416597	chr1
RP11-781D11.1	-	39423946	39424597	chr1
AKIRIN1	+	39456894	39471731	chr1
NDUFS5	+	39491989	39500308	chr1
MACF1	+	39546987	39952849	chr1
RNU6-608P	-	39586611	39586715	chr1
RNA5SP44	-	39619835	39619968	chr1
RP11-416A14.1	+	39672183	39672629	chr1
RP11-420K8.1	-	39715509	39723321	chr1
HSPE1P8	-	39769965	39770570	chr1
KIAA0754	+	39876150	39882154	chr1
BMP8A	+	39957317	39991607	chr1
OXCT2P1	+	39980627	39982162	chr1
RP11-69E11.4	-	39987951	40011859	chr1
PPIEL	-	39997509	40024379	chr1
PABPC4	-	40026487	40042462	chr1
RP11-69E11.8	+	40030831	40038875	chr1
SNORA55	-	40033045	40033180	chr1
HEYL	-	40089824	40105617	chr1
RP1-144F13.3	+	40099087	40099575	chr1
NT5C1A	-	40124792	40137710	chr1
HPCAL4	-	40144319	40157361	chr1
PPIE	+	40157853	40229586	chr1
RP1-144F13.4	+	40183699	40184267	chr1
RNU7-121P	-	40189237	40189299	chr1
BMP8B	-	40222853	40254533	chr1
OXCT2	-	40235194	40237020	chr1
RP1-118J21.25	+	40254647	40255843	chr1
RP1-118J21.24	-	40261514	40261668	chr1
TRIT1	-	40306722	40349183	chr1
Y_RNA	-	40347237	40347350	chr1
MYCL	-	40361097	40367928	chr1
RP1-118J21.5	+	40363416	40364770	chr1
Y_RNA	-	40410561	40410670	chr1
MFSD2A	+	40420801	40435638	chr1
RP3-342P20.2	+	40428351	40429076	chr1
CAP1	+	40505904	40538321	chr1
PPT1	-	40538378	40563375	chr1
RP11-115D7.3	+	40598435	40599120	chr1
RLF	+	40627044	40706593	chr1
RNU6-1237P	+	40643514	40643621	chr1
TMCO2	+	40711618	40717363	chr1
RP1-39G22.7	-	40722098	40723639	chr1
ZMPSTE24	+	40723778	40759856	chr1
RP1-39G22.4	-	40728343	40728656	chr1
COL9A2	-	40766158	40783488	chr1
RP1-228H13.1	-	40798747	40799230	chr1
SMAP2	+	40810521	40888998	chr1
RP1-228H13.2	+	40830437	40830855	chr1
ZFP69B	+	40915773	40929390	chr1
RP1-228H13.5	+	40929990	40932436	chr1
ZFP69	+	40942886	40962015	chr1
RP11-656D10.3	-	40958828	40974333	chr1
EXO5	+	40974412	40982228	chr1
RP11-656D10.5	-	40980132	40980729	chr1
RP11-656D10.6	-	40981425	40982846	chr1
ZNF684	+	40997232	41013841	chr1
RP1-63P18.2	+	41029205	41029331	chr1
GTF2F2P2	-	41059304	41060025	chr1
RIMS3	-	41086350	41131329	chr1
RP4-739H11.3	-	41134760	41153260	chr1
NFYC-AS1	-	41156051	41157738	chr1
NFYC	+	41157319	41237275	chr1
MIR30E	+	41220026	41220118	chr1
MIR30C1	+	41222955	41223044	chr1
KCNQ4	+	41249683	41306124	chr1
RN7SL326P	+	41270517	41270811	chr1
CITED4	-	41326728	41328018	chr1
RP5-1066H13.4	+	41329585	41342342	chr1
RP11-348A7.1	-	41403775	41405435	chr1
UBE2V1P8	-	41407922	41408187	chr1
CTPS1	+	41445006	41478235	chr1
SLFNL1	-	41481268	41488909	chr1
